act	scene	location	speaker	turn_number	turn_text
IV	II	Before the Duke of Albany's Palace	STAGE	8	Exit.
IV	II	Before the Duke of Albany's Palace	Goneril	9	"My most dear Gloucester! O, the difference of man and man! To thee a woman's services are due; My fool usurps my body."
IV	II	Before the Duke of Albany's Palace	Oswald	10	"Madam, here comes my lord."
IV	II	Before the Duke of Albany's Palace	STAGE	11	Exit.
IV	II	Before the Duke of Albany's Palace	STAGE	12	Enter Albany.
IV	II	Before the Duke of Albany's Palace	Goneril	13	I have been worth the whistle.
IV	II	Before the Duke of Albany's Palace	Albany	14	"O Goneril, You are not worth the dust which the rude wind Blows in your face! I fear your disposition. That nature which contemns it origin Cannot be bordered certain in itself. She that herself will sliver and disbranch From her material sap, perforce must wither And come to deadly use."
IV	II	Before the Duke of Albany's Palace	Goneril	15	No more! The text is foolish.
IV	II	Before the Duke of Albany's Palace	Albany	16	"Wisdom and goodness to the vile seem vile; Filths savour but themselves. What have you done? Tigers, not daughters, what have you perform'd? A father, and a gracious aged man, Whose reverence even the head-lugg'd bear would lick, Most barbarous, most degenerate, have you madded. Could my good brother suffer you to do it? A man, a prince, by him so benefited! If that the heavens do not their visible spirits Send quickly down to tame these vile offences, It will come, Humanity must perforce prey on itself, Like monsters of the deep."
IV	II	Before the Duke of Albany's Palace	Goneril	17	"Milk-liver'd man! That bear'st a cheek for blows, a head for wrongs; Who hast not in thy brows an eye discerning Thine honour from thy suffering; that not know'st Fools do those villains pity who are punish'd Ere they have done their mischief. Where's thy drum? France spreads his banners in our noiseless land, With plumed helm thy state begins to threat, Whiles thou, a moral fool, sit'st still, and criest 'Alack, why does he so?'"
IV	II	Before the Duke of Albany's Palace	Albany	18	"See thyself, devil! Proper deformity seems not in the fiend So horrid as in woman."
IV	II	Before the Duke of Albany's Palace	Goneril	19	O vain fool!
IV	II	Before the Duke of Albany's Palace	Albany	20	"Thou changed and self-cover'd thing, for shame! Bemonster not thy feature! Were't my fitness To let these hands obey my blood, They are apt enough to dislocate and tear Thy flesh and bones. Howe'er thou art a fiend, A woman's shape doth shield thee."
IV	II	Before the Duke of Albany's Palace	Goneril	21	"Marry, your manhood mew!"
IV	II	Before the Duke of Albany's Palace	STAGE	22	Enter a Gentleman.
IV	II	Before the Duke of Albany's Palace	Albany	23	What news?
IV	II	Before the Duke of Albany's Palace	Gentleman	24	"O, my good lord, the Duke of Cornwall 's dead, Slain by his servant, going to put out The other eye of Gloucester."
IV	II	Before the Duke of Albany's Palace	Albany	25	Gloucester's eyes?
IV	II	Before the Duke of Albany's Palace	Gentleman	26	"A servant that he bred, thrill'd with remorse, Oppos'd against the act, bending his sword To his great master; who, thereat enrag'd, Flew on him, and amongst them fell'd him dead; But not without that harmful stroke which since Hath pluck'd him after."
IV	II	Before the Duke of Albany's Palace	Albany	27	"This shows you are above, You justicers, that these our nether crimes So speedily can venge! But O poor Gloucester! Lose he his other eye?"
IV	II	Before the Duke of Albany's Palace	Gentleman	28	"Both, both, my lord. This letter, madam, craves a speedy answer. 'Tis from your sister."
IV	II	Before the Duke of Albany's Palace	Goneril	29	"[aside] One way I like this well; But being widow, and my Gloucester with her, May all the building in my fancy pluck Upon my hateful life. Another way The news is not so tart.- I'll read, and answer."
IV	II	Before the Duke of Albany's Palace	STAGE	30	Exit.
IV	II	Before the Duke of Albany's Palace	Albany	31	Where was his son when they did take his eyes?
IV	II	Before the Duke of Albany's Palace	Gentleman	32	Come with my lady hither.
IV	II	Before the Duke of Albany's Palace	Albany	33	He is not here.
IV	II	Before the Duke of Albany's Palace	Gentleman	34	"No, my good lord; I met him back again."
IV	II	Before the Duke of Albany's Palace	Albany	35	Knows he the wickedness?
IV	II	Before the Duke of Albany's Palace	Gentleman	36	"Ay, my good lord. 'Twas he inform'd against him, And quit the house on purpose, that their punishment Might have the freer course."
IV	II	Before the Duke of Albany's Palace	Albany	37	"Gloucester, I live To thank thee for the love thou show'dst the King, And to revenge thine eyes. Come hither, friend. Tell me what more thou know'st."
IV	II	Before the Duke of Albany's Palace	STAGE	38	Exeunt.
IV	III	The French camp near Dover	STAGE	1	Enter Kent and a Gentleman.
IV	III	The French camp near Dover	Kent	2	Why the King of France is so suddenly gone back know you the reason?
IV	III	The French camp near Dover	Gentleman	3	"Something he left imperfect in the state, which since his coming forth is thought of, which imports to the kingdom so much fear and danger that his personal return was most required and necessary."
IV	III	The French camp near Dover	Kent	4	Who hath he left behind him general?
IV	III	The French camp near Dover	Gentleman	5	"The Marshal of France, Monsieur La Far."
IV	III	The French camp near Dover	Kent	6	Did your letters pierce the Queen to any demonstration of grief?
IV	III	The French camp near Dover	Gentleman	7	"Ay, sir. She took them, read them in my presence, And now and then an ample tear trill'd down Her delicate cheek. It seem'd she was a queen Over her passion, who, most rebel-like, Sought to be king o'er her."
IV	III	The French camp near Dover	Kent	8	"O, then it mov'd her?"
IV	III	The French camp near Dover	Gentleman	9	"Not to a rage. Patience and sorrow strove Who should express her goodliest. You have seen Sunshine and rain at once: her smiles and tears Were like, a better way. Those happy smilets That play'd on her ripe lip seem'd not to know What guests were in her eyes, which parted thence As pearls from diamonds dropp'd. In brief, Sorrow would be a rarity most belov'd, If all could so become it."
IV	III	The French camp near Dover	Kent	10	Made she no verbal question?
IV	III	The French camp near Dover	Gentleman	11	"Faith, once or twice she heav'd the name of father Pantingly forth, as if it press'd her heart; Cried 'Sisters, sisters! Shame of ladies! Sisters! Kent! father! sisters! What, i' th' storm? i' th' night? Let pity not be believ'd!' There she shook The holy water from her heavenly eyes, And clamour moisten'd. Then away she started To deal with grief alone."
IV	III	The French camp near Dover	Kent	12	"It is the stars, The stars above us, govern our conditions; Else one self mate and mate could not beget Such different issues. You spoke not with her since?"
IV	III	The French camp near Dover	Gentleman	13	No.
IV	III	The French camp near Dover	Kent	14	Was this before the King return'd?
IV	III	The French camp near Dover	Gentleman	15	"No, since."
IV	III	The French camp near Dover	Kent	16	"Well, sir, the poor distressed Lear's i' th' town; Who sometime, in his better tune, remembers What we are come about, and by no means Will yield to see his daughter."
IV	III	The French camp near Dover	Gentleman	17	"Why, good sir?"
IV	III	The French camp near Dover	Kent	18	"A sovereign shame so elbows him; his own unkindness, That stripp'd her from his benediction, turn'd her To foreign casualties, gave her dear rights To his dog-hearted daughters- these things sting His mind so venomously that burning shame Detains him from Cordelia."
IV	III	The French camp near Dover	Gentleman	19	"Alack, poor gentleman!"
IV	III	The French camp near Dover	Kent	20	Of Albany's and Cornwall's powers you heard not?
IV	III	The French camp near Dover	Gentleman	21	'Tis so; they are afoot.
IV	III	The French camp near Dover	Kent	22	"Well, sir, I'll bring you to our master Lear And leave you to attend him. Some dear cause Will in concealment wrap me up awhile. When I am known aright, you shall not grieve Lending me this acquaintance. I pray you go Along with me."
IV	III	The French camp near Dover	STAGE	23	Exeunt.
IV	IV	The French camp	STAGE	1	"Enter, with Drum and Colours, Cordelia, Doctor, and Soldiers."
IV	IV	The French camp	Cordelia	2	"Alack, 'tis he! Why, he was met even now As mad as the vex'd sea, singing aloud, Crown'd with rank fumiter and furrow weeds, With hardocks, hemlock, nettles, cuckoo flow'rs, Darnel, and all the idle weeds that grow In our sustaining corn. A century send forth. Search every acre in the high-grown field And bring him to our eye. [Exit an Officer.] What can man's wisdom In the restoring his bereaved sense? He that helps him take all my outward worth."
IV	IV	The French camp	Doctor	3	"There is means, madam. Our foster nurse of nature is repose, The which he lacks. That to provoke in him Are many simples operative, whose power Will close the eye of anguish."
IV	IV	The French camp	Cordelia	4	"All blest secrets, All you unpublish'd virtues of the earth, Spring with my tears! be aidant and remediate In the good man's distress! Seek, seek for him! Lest his ungovern'd rage dissolve the life That wants the means to lead it."
IV	IV	The French camp	STAGE	5	Enter Messenger.
IV	IV	The French camp	Messenger	6	"News, madam. The British pow'rs are marching hitherward."
IV	IV	The French camp	Cordelia	7	"'Tis known before. Our preparation stands In expectation of them. O dear father, It is thy business that I go about. Therefore great France My mourning and important tears hath pitied. No blown ambition doth our arms incite, But love, dear love, and our ag'd father's right. Soon may I hear and see him!"
IV	IV	The French camp	STAGE	8	Exeunt.
IV	V	Gloucester's Castle	STAGE	1	Enter Regan and [Oswald the] Steward.
IV	V	Gloucester's Castle	Regan	2	But are my brother's pow'rs set forth?
IV	V	Gloucester's Castle	Oswald	3	"Ay, madam."
IV	V	Gloucester's Castle	Regan	4	Himself in person there?
IV	V	Gloucester's Castle	Oswald	5	"Madam, with much ado. Your sister is the better soldier."
IV	V	Gloucester's Castle	Regan	6	Lord Edmund spake not with your lord at home?
IV	V	Gloucester's Castle	Oswald	7	"No, madam."
IV	V	Gloucester's Castle	Regan	8	What might import my sister's letter to him?
IV	V	Gloucester's Castle	Oswald	9	"I know not, lady."
IV	V	Gloucester's Castle	Regan	10	"Faith, he is posted hence on serious matter. It was great ignorance, Gloucester's eyes being out, To let him live. Where he arrives he moves All hearts against us. Edmund, I think, is gone, In pity of his misery, to dispatch His nighted life; moreover, to descry The strength o' th' enemy."
IV	V	Gloucester's Castle	Oswald	11	"I must needs after him, madam, with my letter."
IV	V	Gloucester's Castle	Regan	12	Our troops set forth to-morrow. Stay with us. The ways are dangerous.
IV	V	Gloucester's Castle	Oswald	13	"I may not, madam. My lady charg'd my duty in this business."
IV	V	Gloucester's Castle	Regan	14	"Why should she write to Edmund? Might not you Transport her purposes by word? Belike, Something- I know not what- I'll love thee much- Let me unseal the letter."
IV	V	Gloucester's Castle	Oswald	15	"Madam, I had rather-"
IV	V	Gloucester's Castle	Regan	16	I know your lady does not love her husband; I am sure of that; and at her late being here She gave strange eliads and most speaking looks To noble Edmund. I know you are of her bosom.
IV	V	Gloucester's Castle	Oswald	17	"I, madam?"
IV	V	Gloucester's Castle	Regan	18	"I speak in understanding. Y'are! I know't. Therefore I do advise you take this note. My lord is dead; Edmund and I have talk'd, And more convenient is he for my hand Than for your lady's. You may gather more. If you do find him, pray you give him this; And when your mistress hears thus much from you, I pray desire her call her wisdom to her. So farewell. If you do chance to hear of that blind traitor, Preferment falls on him that cuts him off."
IV	V	Gloucester's Castle	Oswald	19	"Would I could meet him, madam! I should show What party I do follow."
IV	V	Gloucester's Castle	Regan	20	Fare thee well.
IV	V	Gloucester's Castle	STAGE	21	Exeunt.
IV	VI	The country near Dover	STAGE	1	"Enter Gloucester, and Edgar [like a Peasant]."
IV	VI	The country near Dover	Gloucester	2	When shall I come to th' top of that same hill?
IV	VI	The country near Dover	Edgar	3	You do climb up it now. Look how we labour.
IV	VI	The country near Dover	Gloucester	4	Methinks the ground is even.
IV	VI	The country near Dover	Edgar	5	"Horrible steep. Hark, do you hear the sea?"
IV	VI	The country near Dover	Gloucester	6	"No, truly."
IV	VI	The country near Dover	Edgar	7	"Why, then, your other senses grow imperfect By your eyes' anguish."
IV	VI	The country near Dover	Gloucester	8	"So may it be indeed. Methinks thy voice is alter'd, and thou speak'st In better phrase and matter than thou didst."
IV	VI	The country near Dover	Edgar	9	Y'are much deceiv'd. In nothing am I chang'd But in my garments.
